Filename: 

Position of PCB: 
left under edge: X=0 / Y=0 

name	X-axis	Y-axis	angle	value	package	side
R158	90.3000	41.4000	270.000	10K 1%	R0805_1_R0402_10K 1%	bot
R159	93.5100	43.8200	90.000	10K 1%	R0805_1_R0402_10K 1%	top
R160	96.9000	33.1000	90.000	12.1K 1%	R0805_1_R0402_12.1K 1%	bot
R161	98.4000	38.1000	0.000	10K 1%	R0805_1_R0402_10K 1%	bot
R162	96.4000	36.3000	90.000	1.2M 1%	R0805_0_R0402_1.2M 1%	top
R163	86.2500	39.3900	270.000	1K 1%	R0805_1_R0402_1K 1%	bot
R164	86.6000	34.5000	270.000	1K 1%	R0805_1_R0402_1K 1%	top
R165	115.0000	36.8600	180.000	75	R0805_4_R0402_75	bot
R166	114.9800	35.3800	180.000	75	R0805_4_R0402_75	bot
R167	115.2800	29.0400	180.000	75	R0805_4_R0402_75	bot
R168	115.2600	27.5000	180.000	75	R0805_4_R0402_75	bot
R179	109.5400	101.6700	270.000	0	R0805_0_R0603_0	top
R181	94.4300	75.4200	180.000	0	R0805_0_R0603_0	bot
R182	90.7000	79.6400	90.000	10K 1%	R0805_0_R0603_10K 1%	bot
R183	92.2800	79.6600	90.000	10K 1%	R0805_0_R0603_10K 1%	bot
R184	90.4000	74.8300	270.000	4.75K 1%	R0805_0_R0603_4.75K 1%	bot
R185	92.0600	74.8400	270.000	10K 1%	R0805_0_R0603_10K 1%	bot
R186	101.2000	75.7900	180.000	DP	R0805_0_R0603_DP	bot
R187	24.2700	18.5200	270.000	10K 1%	R0805_0_R0402_10K 1%	top
R188	24.1400	12.5700	90.000	10K 1%	R0805_0_R0402_10K 1%	top
R189	27.4100	18.6200	270.000	100K 1%	R0805_0_R0402_100K 1%	top
R190	25.5800	12.5500	270.000	100K 1%	R0805_0_R0402_100K 1%	top
R191	141.2100	37.6700	90.000	100K 1%	R0805_13_R0603_100K 1%	top
R192	139.4400	32.7800	90.000	100K 1%	R0805_13_R0603_100K 1%	top
R193	142.6300	32.7700	90.000	100K 1%	R0805_13_R0603_100K 1%	top
R194	142.8474	37.6500	90.000	100K 1%	R0805_13_R0603_100K 1%	top
R195	141.0400	32.7900	90.000	100K 1%	R0805_13_R0603_100K 1%	top
R197	82.4400	37.6100	180.000	0	R_R0603_0	bot
R198	82.4300	36.0400	180.000	0	R_R0603_0	bot
R200	115.6000	22.3000	0.000	470 1%	R0805_3_R0603_470 1%	bot
R201	115.6000	20.6000	0.000	470 1%	R0805_3_R0603_470 1%	bot
R202	82.4400	37.6400	0.000	0	R_R0603_0	top
R203	82.4400	36.0400	0.000	0	R_R0603_0	top
R204	110.8100	48.0000	90.000	0	R_R0603_0	bot
R205	118.1200	47.9900	90.000	0	R_R0603_0	bot
R206	92.8100	47.6800	0.000	1K 1%	R0805_1_R0402_1K 1%	bot
R207	195.5100	36.9600	180.000	390 1%	R0805_0_R0603_390 1%	top
R208	198.7100	36.9874	180.000	390 1%	R0805_0_R0603_390 1%	top
R209	100.6600	94.1500	180.000	100K 1%	R0805_1_R0402_100K 1%	bot
R210	103.2100	94.8400	270.000	100K 1%	R0805_1_R0402_100K 1%	bot
R211	104.6500	94.8400	270.000	100K 1%	R0805_1_R0402_100K 1%	bot
R212	106.0700	94.8500	270.000	100K 1%	R0805_1_R0402_100K 1%	bot
R213	107.4800	94.8500	270.000	100K 1%	R0805_1_R0402_100K 1%	bot
R214	108.8900	94.8400	270.000	100K 1%	R0805_1_R0402_100K 1%	bot
R215	110.3300	94.8200	270.000	100K 1%	R0805_1_R0402_100K 1%	bot
R216	111.7700	94.8100	270.000	100K 1%	R0805_1_R0402_100K 1%	bot
R218	60.7900	71.1500	270.000	DP	R0805_1_R0402_DP	bot
R219	53.6700	69.0500	90.000	10K 1%	R0805_1_R0402_10K 1%	top
R220	59.3200	70.3900	90.000	0	R0805_1_R0402_0	bot
R221	64.7200	71.3200	270.000	330 1%	R0805_1_R0402_330 1%	bot
R222	67.4100	64.6900	270.000	100 1%	R0805_1_R0402_100 1%	bot
R223	68.8500	64.6900	90.000	10K 1%	R0805_1_R0402_10K 1%	bot
R224	100.0200	54.3400	270.000	20K 1%	R0805_1_R0402_20K 1%	bot
R225	177.6300	35.2200	270.000	10K 1%	R0805_1_R0402_10K 1%	top
R226	64.3300	76.8700	270.000	1K 0.1%	R0805_0_R0603_1K 0.1%	bot
R227	111.8100	75.2800	0.000	20K 1%	R0805_1_R0402_20K 1%	bot
R228	80.1800	61.3800	0.000	1K 1%	R0805_0_R0402_1K 1%	bot
R229	76.0600	77.9500	270.000	4.7K 1%	R0805_6_R0402_4.7K 1%	bot
R230	73.6400	77.9500	90.000	470 1%	R0805_3_R0402_470 1%	bot
R231	80.5300	99.5100	90.000	1K 1%	R0805_1_R0402_1K 1%	bot
R232	81.9500	99.5100	90.000	1K 1%	R0805_1_R0402_1K 1%	bot
R233	79.7100	34.4600	270.000	1K 1%	R0805_1_R0402_1K 1%	top
R234	78.2900	34.4600	270.000	1K 1%	R0805_1_R0402_1K 1%	top
R235	79.5200	36.9200	180.000	1K 1%	R0805_1_R0402_1K 1%	bot
R236	75.7500	34.8300	180.000	1K 1%	R0805_1_R0402_1K 1%	top
R237	71.3400	35.5100	180.000	1K 1%	R0805_1_R0402_1K 1%	top
R238	72.4800	37.4200	90.000	1K 1%	R0805_1_R0402_1K 1%	top
R239	93.6000	105.4000	90.000	10K 1%	R0805_1_R0402_10K 1%	top
R240	84.6700	101.9100	180.000	10K 1%	R0805_1_R0402_10K 1%	bot
R11_1	75.1000	47.3200	270.000	33 1%	R0805_0_R0402_33 1%	top
R11_2	76.4300	36.9100	270.000	10K 1%	R0805_1_R0402_10K 1%	top
R11_3	74.3500	37.6700	90.000	8.06K 1%	R0805_1_R0402_8.06K 1%	top
R11_4	71.3200	41.7100	0.000	4.7K 1%	R0805_1_R0402_4.7K 1%	top
R11_5	72.5000	39.9600	90.000	1.2M 1%	R0805_0_R0402_1.2M 1%	top
R11_6	77.1900	37.0500	180.000	0	R0805_1_R0402_0	bot
R1_1	47.0000	24.9000	270.000	1K 1%	R0805_1_R0603_1K 1%	bot
R1_2	55.9000	22.2000	270.000	1K 1%	R0805_1_R0603_1K 1%	top
R1_3	35.9000	24.8000	270.000	1K 1%	R0805_1_R0603_1K 1%	bot
R1_4	42.9000	37.4000	0.000	51K 1%	R0805_1_R0603_51K 1%	bot
R1_5	51.9000	40.1000	180.000	51K 1%	R0805_1_R0603_51K 1%	bot
R1_6	30.6000	31.8000	0.000	51K 1%	R0805_1_R0603_51K 1%	bot
R1_7	23.5000	29.9000	180.000	51K 1%	R0805_1_R0603_51K 1%	bot
R1_8	35.8000	53.0000	180.000	DP	R0805_1_CHP1_DP_CHP1-100-2001-J	bot
R1_9	27.9000	36.5000	0.000	51K 1%	R0805_1_R0603_51K 1%	top
R1_10	18.7000	36.5000	180.000	51K 1%	R0805_1_R0603_51K 1%	top
R1_11	36.8000	34.5000	0.000	51K 1%	R0805_1_R0603_51K 1%	top
R1_12	46.2000	34.0000	0.000	51K 1%	R0805_1_R0603_51K 1%	top
R1_13	42.9000	51.2000	270.000	DP	R0805_1_CHP1_DP_CHP1-100-2001-J	top
R1_14	15.6000	45.3000	270.000	360 1%	R0805_0_MMP100_360 1%_CMB02070X	bot
R1_15	15.7000	35.7000	270.000	40 1%	R0805_0_R1206_40 1%_9C12063A40R	bot
R1_16	27.0000	29.0000	270.000	1K 1%	R0805_1_R0603_1K 1%	bot
R1_17	18.7000	25.8000	90.000	1K 1%	R0805_1_R0603_1K 1%	top
R1_18	36.8000	37.1000	270.000	0	R0805_1_R0805_0	bot
R1_19	50.8000	33.6000	270.000	0	R0805_1_R0805_0	bot
R1_20	30.7000	34.9000	90.000	0	R0805_1_R0805_0	top
R1_21	21.5600	35.6300	90.000	0	R0805_1_R0805_0	top
R2_1	14.5000	93.4000	90.000	360 1%	R0805_0_MMP100_360 1%_CMB02070X	top
R2_2	14.5000	84.1000	270.000	40 1%	R0805_0_R1206_40 1%_9C12063A40R	top
R2_3	11.7000	91.0000	90.000	220	R0805_1_CHP2_220_CHP2-100-221-J	top
R2_4	17.6000	74.8000	0.000	360 1%	R0805_0_R0603_360 1%	top
R2_5	23.1000	88.2000	270.000	360 1%	R0805_0_R0603_360 1%	top
R2_6	17.2000	86.9000	270.000	100	R0805_0_R0805_100	top
R2_7	17.7000	78.2000	180.000	360 1%	R0805_0_R0603_360 1%	top
R2_8	23.1000	84.9000	270.000	360 1%	R0805_0_R0603_360 1%	top
R2_9	18.9000	80.5000	0.000	24	R0805_1_R0805_24	top
R2_10	41.6000	81.8000	0.000	270 1%	R0805_1_R0603_270 1%	top
R2_11	38.3000	81.8000	180.000	30 1%	R0805_1_R0603_30 1%	top
R2_12	31.3000	82.3000	90.000	120 1%	R0805_1_R0603_120 1%	top
R2_13	42.0000	90.5000	0.000	270 1%	R0805_1_R0603_270 1%	top
R2_14	38.7000	90.5000	180.000	30 1%	R0805_1_R0603_30 1%	top
R2_15	31.9000	94.9000	90.000	750 1%	R0805_0_R0603_750 1%	top
R2_16	19.6000	94.8000	270.000	750 1%	R0805_0_R0603_750 1%	top
R2_17	46.1000	94.9000	90.000	750 1%	R0805_0_R0603_750 1%	top
R2_18	33.8000	94.8000	270.000	750 1%	R0805_0_R0603_750 1%	top
R2_19	30.1000	98.2000	90.000	750 1%	R0805_0_R0603_750 1%	top
R2_20	21.4000	98.2000	270.000	750 1%	R0805_0_R0603_750 1%	top
R2_21	44.3000	98.2000	90.000	750 1%	R0805_0_R0603_750 1%	top
R2_22	35.6000	98.2000	270.000	750 1%	R0805_0_R0603_750 1%	top
R2_23	43.7310	110.5174	180.000	120 1%	R0805_1_R0603_120 1%	top
R2_24	37.3000	107.9000	0.000	0	R0805_1_R0603_0	top
R2_25	37.3000	106.1000	180.000	110 1%	R0805_1_R0603_110 1%	top
R2_26	43.4000	103.7000	270.000	51 1%	R0805_1_R0603_51 1%	top
R2_27	33.9000	106.1000	180.000	100 1%	R0805_1_R0603_100 1%	top
R2_28	29.4000	107.1000	270.000	510 1%	R0805_1_R0603_510 1%	top
R2_29	46.4000	120.7000	270.000	196 1%	R0805_0_R0603_196 1%	top
R2_30	34.1000	120.7000	90.000	187 1%	R0805_0_R0603_187 1%	top
R2_31	32.2000	120.7000	270.000	174 1%	R0805_0_R0603_174 1%	top
R2_32	19.9000	120.7000	90.000	215 1%	R0805_0_R0603_215 1%	top
R2_33	44.5000	115.2000	90.000	1.74K 1%	R0805_0_R0603_1.74K 1%	top
R2_34	35.9000	115.3000	270.000	1.69K 1%	R0805_0_R0603_1.69K 1%	top
R2_35	30.4000	115.2000	90.000	1.54K 1%	R0805_0_R0603_1.54K 1%	top
R2_36	21.4000	115.2000	270.000	1.47K 1%	R0805_0_R0603_1.47K 1%	top
R2_37	44.6000	120.7000	270.000	750 1%	R0805_0_R0603_750 1%	top
R2_38	35.9000	120.7000	270.000	750 1%	R0805_0_R0603_750 1%	top
R2_39	30.4000	120.7000	270.000	750 1%	R0805_0_R0603_750 1%	top
R2_40	21.7000	120.7000	270.000	750 1%	R0805_0_R0603_750 1%	top
R2_41	27.6000	126.5000	0.000	200 1%	R0805_0_R0603_200 1%	top
R2_42	30.9000	125.1000	270.000	120 1%	R0805_1_R0603_120 1%	top
R2_43	33.2000	125.1000	270.000	162 1%	R0805_1_R0603_162 1%	top
R2_44	35.1000	125.1000	90.000	100 1%	R0805_1_R0603_100 1%	top
R2_45	44.1000	129.2000	0.000	510 1%	R0805_1_R0603_510 1%	top
R2_46	44.9000	126.2000	0.000	24 1%	R0805_1_R0603_24 1%	top
R2_47	44.9000	123.8000	0.000	24 1%	R0805_1_R0603_24 1%	top
R2_48	32.7000	97.5000	180.000	5.36k 1%	R0805_0_R0603_5.36K 1%	top
R2_49	19.8000	98.2000	270.000	19.6k 1%	R0805_0_R0603_19.6K 1%	top
R2_50	46.1000	98.1000	270.000	26.7k 1%	R0805_0_R0603_26.7K 1%	top
R3_1	84.5600	87.6500	0.000	10K 1%	R0805_0_R0603_10K 1%	bot
R3_2	56.1100	118.6100	0.000	499 1%	R0805_0_R0603_499 1%	top
R3_3	55.2200	129.6300	0.000	475 1%	R0805_0_R0603_475 1%	top
R3_4	84.0000	92.2000	0.000	10K 1%	R0805_0_R0603_10K 1%	bot
R3_5	56.1000	120.2000	180.000	499 1%	R0805_0_R0603_499 1%	top
R3_6	55.2400	128.0000	180.000	499 1%	R0805_0_R0603_499 1%	top
R3_10	70.7600	86.2300	180.000	1K 1%	R0805_0_R0603_1K 1%	top
R3_11	70.7600	87.8100	0.000	2K 1%	R0805_0_R0603_2K 1%	top
R3_12	71.0000	91.8000	90.000	DP	R0805_0_R0603_DP	bot
R3_13	69.4000	91.8000	90.000	0	R0805_0_R0603_0	bot
R3_14	74.3000	96.1000	270.000	24 1%	R0805_0_R0603_24 1%	top
R3_15	75.9000	96.1000	270.000	24 1%	R0805_0_R0603_24 1%	top
R3_18	82.0000	91.2000	270.000	10K	R0805_0_R0603_10K	top
R4_18	214.9000	42.9000	270.000	DP	R0805_6_R0603_DP	top
R4_20	225.4000	48.0000	270.000	100K	R0805_6_R0603_100K	top
R4_21	223.0000	51.2000	90.000	10K	R0805_6_R0603_10K	top
R4_22	215.3000	47.9000	270.000	10K	R0805_6_R0603_10K	top
R4_27	215.3000	51.1000	270.000	51K	R0805_6_R0603_51K	top
R4_28	213.2000	42.9000	270.000	0	R0805_6_R0603_0	top
R5_1	229.3000	76.2000	180.000	2	R0805_0_R1206_2	bot
R5_3	85.1000	23.3000	180.000	1K 1%	R0805_0_R0603_1K 1%	top
R5_4	235.8000	85.9000	90.000	100K 1%	R0805_0_R0603_100K 1%	top
R5_5	226.4300	77.8900	270.000	10K 1%	R0805_0_R0402_10K 1%	top
R5_6	223.5000	75.7000	270.000	9.31K 1%	R0805_0_R0402_9.31K 1%	top
R5_7	225.0000	77.9000	270.000	430K 1%	R0805_0_R0402_430K 1%	top
R5_8	216.4000	75.6000	90.000	100K 1%	R0805_0_R0402_100K 1%	top
R5_9	216.4000	73.4000	90.000	32.4K 1%	R0805_0_R0402_32.4K 1%	top
R5_10	84.5000	20.6000	270.000	536K 1%	R0805_0_R0603_536K 1%	top
R5_11	217.9000	75.6000	90.000	100K 1%	R0805_0_R0402_100K 1%	top
R5_12	217.9000	73.4000	90.000	10K 1%	R0805_0_R0402_10K 1%	top
R5_14	228.3000	87.5000	0.000	1K 1%	R0805_0_R0603_1K 1%	top
R5_15	219.7600	76.3100	90.000	100K 1%	R0805_0_R0402_100K 1%	top
R5_16	219.7500	73.9600	90.000	13.7K 1%	R0805_0_R0402_13.7K 1%	top
R5_17	225.7000	86.4000	180.000	0.01 1%	R0805_0_WIDE1508_0.01 1%_RL3720	bot
R5_18	223.5000	77.9000	270.000	100 1%	R0805_0_R0402_100 1%	top
R5_20	89.0800	10.5300	180.000	10K 1%	R0805_0_R0603_10K 1%	top
R5_21	228.1000	85.7000	0.000	10	R0805_0_R0805_10	top
R5_22	76.5000	20.1000	270.000	7.68M 1%	R0805_1_R1206_7.68M 1%	top
R5_23	79.1000	20.1000	90.000	2.32M 1%	R0805_1_R1206_2.32M 1%	top
R5_24	82.1000	20.5000	180.000	536K 1%	R0805_1_R0603_536K 1%	top
R5_25	82.1000	30.1000	0.000	150K 1%	R0805_1_R0603_150K 1%	top
R5_26	221.9400	86.2000	90.000	1K 1%	R0805_0_R0603_1K 1%	bot
R5_27	224.9000	76.8000	270.000	1K 1%	R0805_0_R0603_1K 1%	bot
R5_28	222.5500	74.3000	270.000	1K 1%	R0805_0_R0603_1K 1%	bot
R5_29	222.7500	73.5600	270.000	10K 1%	R0805_0_R0402_10K 1%	top
R5_30	220.1000	71.0000	0.000	10K 1%	R0805_0_R0402_10K 1%	bot
R5_31	220.1000	72.6000	0.000	10K 1%	R0805_0_R0402_10K 1%	bot
R5_32	222.5900	54.9100	270.000	10K 1%	R0805_0_R0603_10K 1%	bot
R5_33	198.0000	103.4000	180.000	100K 1%	R0805_0_R0603_100K 1%	top
R5_34	211.5000	96.8000	270.000	0.01 1%	R0805_0_WIDE1508_0.01 1%_RL3720	top
R5_35	73.1000	23.2000	0.000	64.9K 1%	R0805_1_R0603_64.9K 1%	top
R5_36	219.6800	65.1600	180.000	1K 1%	R0805_0_R0603_1K 1%	bot
R5_37	202.9900	102.8300	270.000	499K 1%	R0805_0_R0603_499K 1%	top
R5_38	207.0100	103.4800	180.000	100K 1%	R0805_0_R0603_100K 1%	top
R5_39	224.9000	59.7000	90.000	10K 1%	R0805_0_R0603_10K 1%	bot
R5_40	219.8000	59.5000	90.000	100K 1%	R0805_0_R0603_100K 1%	bot
R5_41	109.3000	21.0100	0.000	1K 1%	R0805_3_R0603_1K 1%	top
R5_42	237.1000	72.9300	90.000	2.2M 1%	R0805_0_R0402_2.2M 1%	bot
R5_43	109.8000	121.1000	90.000	100 1%	R0805_1_R1206_100 1%	top
R5_45	219.4000	55.0000	270.000	100K 1%	R0805_3_R0603_100K 1%	bot
R5_46	112.9000	122.8000	0.000	1K 1%	R0805_1_R0603_1K 1%	top
R5_47	52.7000	39.8000	0.000	510 1%	R0805_1_R0603_510 1%	top
R5_50	52.7000	38.1000	180.000	100K 1%	R0805_1_R0603_100K 1%	top
R5_51	61.2000	35.6000	180.000	10K 1%	R0805_0_R1206_10K 1%	top
R5_52	239.1000	72.7000	0.000	180K 1%	R0805_0_R0402_180K 1%	bot
R5_54	235.6500	72.9100	90.000	2.2M 1%	R0805_0_R0402_2.2M 1%	bot
R5_56	82.5500	28.4600	180.000	536K 1%	R0805_6_R0603_536K 1%	top
R5_59	234.2100	72.9100	270.000	261K 1%	R0805_0_R0402_261K 1%	bot
R5_60	239.2000	74.3000	0.000	2.74k 1%	R0805_0_R0402_2.74K 1%	bot
R5_62	91.4000	23.0000	180.000	10K 1%	R0805_1_R0603_10K 1%	top
R5_66	94.6000	14.6000	90.000	10K 1%	R0805_1_R0603_10K 1%	top
R5_67	81.8900	28.4700	270.000	10K 1%	R0805_1_R0603_10K 1%	bot
R5_68	70.6300	22.2900	0.000	7.68M 1%	R0805_1_R1206_7.68M 1%	bot
R5_69	75.8200	22.3300	0.000	2.32M 1%	R0805_1_R1206_2.32M 1%	bot
R5_70	86.3100	22.7800	0.000	536K 1%	R0805_1_R0603_536K 1%	bot
R5_71	79.9800	25.2600	90.000	150K 1%	R0805_1_R0603_150K 1%	bot
R5_72	69.7600	25.5000	270.000	10K 1%	R0805_1_R0603_10K 1%	top
R5_73	69.0000	25.8400	90.000	64.9K 1%	R0805_1_R0603_64.9K 1%	bot
R5_74	59.7000	42.1000	0.000	10K 1%	R0805_1_R0603_10K 1%	top
R5_75	55.6000	29.0000	0.000	510 1%	R0805_1_R0603_510 1%	top
R5_76	55.6000	27.1000	180.000	100K 1%	R0805_1_R0603_100K 1%	top
R5_77	61.2000	32.6000	180.000	10K 1%	R0805_0_R1206_10K 1%	top
R5_79	239.2700	85.0900	270.000	510k 1%	R0805_0_R0402_510K 1%	top
R5_84	237.3000	82.0000	270.000	2.2M 1%	R0805_0_R0402_2.2M 1%	top
R5_95	62.9500	55.3600	0.000	22K 1%	R0805_3_R0402_22K 1%	top
R5_96	62.9500	56.8200	180.000	10K 1%	R0805_0_R0402_10K 1%	top
R5_97	79.9400	22.7600	180.000	1K 1%	R0805_6_R0603_1K 1%	bot
R5_99	237.3000	84.2000	270.000	510k 1%	R0805_0_R0402_510K 1%	top
R5_100	239.2800	82.9500	270.000	2.2M 1%	R0805_0_R0402_2.2M 1%	top
R5_102	83.1300	22.7800	180.000	750 1%	R0805_6_R0603_750 1%	bot
R5_103	82.1500	26.8400	0.000	750 1%	R0805_6_R0603_750 1%	top
R5_104	113.9000	125.8000	270.000	4.7K 1%	R0805_0_R0603_4.7K 1%	top
R5_106	83.1000	120.3000	270.000	10K 1%	R0805_0_R0603_10K 1%	bot
R5_108	85.3200	122.6400	180.000	1 1%	R0805_1_R1206_1 1%	top
R5_111	104.7300	132.3000	0.000	10K 1%	R0805_0_R0603_10K 1%	top
R5_113	105.7000	125.4000	180.000	1 1%	R0805_1_R1206_1 1%	bot
R5_114	77.3600	109.5700	270.000	261K 1%	R0805_0_R0603_261K 1%	bot
R5_116	76.6000	106.6700	0.000	100 1%	R1206_0_R0603_100 1%	bot
R5_118	73.4300	106.6700	0.000	34K 1%	R1206_0_R0603_34K 1%	bot
R5_120	107.0000	22.6000	180.000	4.7K 1%	R0805_0_R0603_4.7K 1%	top
R5_121	106.9000	19.4000	270.000	0 1%	R0805_0_R0603_0 1%	top
R5_123	68.1900	111.9900	90.000	562K 1%	R0805_1_R0603_562K 1%	bot
R5_125	67.5900	109.3900	0.000	100 1%	R0805_1_R0603_100 1%	bot
R5_127	64.3900	109.3900	0.000	187K 1%	R0805_1_R0603_187K 1%	bot
R5_129	128.7000	104.5000	180.000	5.6 1%	R0805_0_R0603_5.6 1%	bot
R5_130	142.6000	99.1000	270.000	47K 1%	R0805_0_R0603_47K 1%	bot
R5_132	136.1100	96.7600	0.000	12K 1%	R0805_0_R0603_12K 1%	bot
R5_134	137.4500	103.4900	90.000	560 1%	R0805_0_R0603_560 1%	top
R5_135	136.7600	96.9100	0.000	DP	R0805_0_R0603_DP	top
R5_136	124.2000	99.8000	90.000	68 1%	R0805_0_R0603_68 1%	top
R5_137	122.6000	101.5000	90.000	4.99K 1%	R0805_0_R0603_4.99K 1%	top
R5_138	136.9000	103.6000	270.000	DP	R0805_0_R0603_DP	bot
R5_139	135.2600	105.1000	270.000	220K 1%	R0805_0_R0603_220K 1%	bot
R5_140	124.4000	103.3000	90.000	1.1K 1%	R0805_0_R0603_1.1K 1%	top
R5_141	136.0700	95.1300	180.000	3.3K 1%	R0805_0_R0603_3.3K 1%	bot
R5_142	136.7600	95.2700	0.000	DP 1%	R0805_0_R0603_DP 1%	top
R5_143	68.0000	126.9000	270.000	0	R0805_1_R0603_0_1	top
R5_144	94.2000	117.9000	0.000	0 1%	R0805_1_R0603_0 1%	bot
R5_145	78.5784	129.9066	90.000	100 1%	R0805_1_R1206_100 1%	top
R5_146	85.4900	119.2800	0.000	1K 1%	R0805_1_R0603_1K 1%	bot
R5_147	73.6300	110.3100	0.000	10K 1%	R0805_1_R0603_10K 1%	top
R5_148	104.4500	120.6126	0.000	1K 1%	R0805_1_R0603_1K 1%	top
R5_149	97.3200	120.8600	0.000	10K 1%	R0805_1_R0603_10K 1%	top
R5_150	97.0200	3.4700	90.000	1K 1%	R0805_1_R0603_1K 1%	top
R5_151	102.3500	2.5474	180.000	10K 1%	R0805_1_R0603_10K 1%	top
R5_152	221.1900	73.9700	90.000	510 1%	R0805_0_R0402_510 1%	top
R5_153	220.1000	69.5500	180.000	510 1%	R0805_0_R0402_510 1%	bot
R5_31_1	220.7300	71.3400	0.000	510 1%	R0805_0_R0402_510 1%	top
R6_2	112.6700	78.7800	0.000	1.2M 1%	R0805_0_R0402_1.2M 1%	top
R6_3	111.5200	90.6500	0.000	100K 1%	R0805_0_R0402_100K 1%	bot
R6_4	117.7000	83.3000	0.000	3.83K 1%	R0805_0_R0402_3.83K 1%	top
R6_6	93.5700	84.1500	180.000	100K 1%	R0805_0_R0402_100K 1%	top
R6_7	93.5500	85.5500	0.000	8.25K 1%	R0805_0_R0402_8.25K 1%	top
R6_9	93.3000	94.0900	180.000	100K 1%	R0805_0_R0402_100K 1%	top
R6_10	95.9100	97.8500	270.000	3.83K 1%	R0805_0_R0402_3.83K 1%	top
R6_11	117.2900	44.3700	180.000	100K 1%	R0805_0_R0402_100K 1%	bot
R6_13	112.3200	42.7700	90.000	10K 1%	R0805_0_R0402_10K 1%	top
R6_15	113.7800	42.7800	90.000	10K 1%	R0805_0_R0402_10K 1%	top
R6_17	118.2200	81.4600	90.000	2K 1%	R0805_0_R0402_2K 1%	top
R6_18	115.9400	97.4900	90.000	0	R_R0805_0	bot
R6_19	102.7700	82.9900	90.000	0	R_R0603_0	bot
R6_20	102.9600	91.0100	270.000	0	R_R0603_0	bot
R6_21	118.9300	44.9300	270.000	0	R_R0603_0	top
R6_22	89.2600	86.8300	90.000	0	R_R0603_0	bot
R6_23	108.5100	42.6600	0.000	0	R_R0603_0	top
SU1	218.8000	45.7000	270.000	SMT-1028-S-R	SMS-1508-2-R_0_SMT_1028_S_R_SMT	bot
SW1	237.9000	58.6000	270.000	PTS635SL25SMTR LFS	PK1_EVQ-PPBA25_PTS635SL25SMTR L	bot
SW2	151.7800	37.8900	180.000	PTS635SL25SMTR LFS	PK1_EVQ-PPBA25_PTS635SL25SMTR L	bot
SW3	161.3800	37.9000	0.000	PTS635SL25SMTR LFS	PK1_EVQ-PPBA25_PTS635SL25SMTR L	bot
T1	85.1600	78.7800	0.000	LAM	LAM_3_LAM_LAM	bot
T7	115.1800	43.7700	0.000	LAM	LAM_3_LAM_LAM	bot
T8	98.6600	74.8300	0.000	LAM	LAM_3_LAM_LAM	bot
T9	71.2700	74.1600	0.000	LAM	LAM_3_LAM_LAM	bot
T11	35.6000	56.4000	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	bot
T12	12.6000	24.0000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	bot
T13	59.9000	22.0000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	bot
T14	26.9000	62.5000	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T15	3.7700	29.3100	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T16	41.3000	20.7000	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T17	49.2000	45.0000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T18	15.5000	112.4000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T19	48.8000	124.0000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T20	48.7000	81.7000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T21	13.1000	72.3000	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T25	54.0000	132.3000	0.000	LAM	LAM_3_LAM_LAM	top
T27	96.5900	58.3900	0.000	LAM	LAM_1_LAM_LAM	bot
T28	39.0000	2.4000	90.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T29	38.9000	2.4000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	bot
T30	98.2000	62.3000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T31	84.7000	49.9507	180.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T32	93.7800	49.8999	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T33	98.2000	74.2758	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T34	73.2700	71.8000	90.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T35	38.9000	15.5000	90.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T36	38.9000	15.5000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	bot
T37	119.7000	52.0000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T38	119.6508	72.1000	90.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T39	73.2700	61.2100	90.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T40	89.1000	74.2758	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T41	110.2500	49.9000	0.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T42	119.7000	62.3000	270.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
